,keywords,urls
0,car,https://www.nytimes.com/2019/03/28/business/autonomous-cars-technology-privacy.html
1,car,https://www.nytimes.com/2019/04/08/opinion/letters/car-free-new-york.html
2,car,https://www.nytimes.com/2019/03/22/opinion/end-of-cars-uber-lyft.html
3,car,https://www.nytimes.com/2019/03/05/technology/uber-self-driving-car-arizona.html
4,car,https://www.nytimes.com/2019/01/25/movies/streaming-car-wash.html
5,car,https://www.nytimes.com/2019/03/31/opinion/letters/stick-shift-cars.html
6,car,https://www.nytimes.com/2019/03/28/opinion/letters/car-owners.html
7,car,https://www.nytimes.com/2019/03/14/business/custom-cars.html
8,car,https://www.nytimes.com/2019/01/22/dining/intersect-by-lexus-restaurant-review.html
9,car,https://www.nytimes.com/2019/03/29/technology/lyft-autonomous-cars.html
10,car,https://www.nytimes.com/2019/03/27/world/europe/eu-cars-speeding-technology.html
11,car,https://www.nytimes.com/2019/02/28/business/dents-begin-to-show-at-top-end-of-classic-car-market.html
12,car,https://www.nytimes.com/2019/02/15/your-money/holiday-car-sales.html
13,car,https://www.nytimes.com/2019/02/26/nyregion/lirr-train-collision-accident.html
14,car,https://www.nytimes.com/2019/03/18/nyregion/metropolitan-diary.html
15,car,https://www.nytimes.com/reuters/2019/04/07/technology/07reuters-environment-australia-electric-car.html
16,car,https://www.nytimes.com/2019/01/24/business/electric-vehicles-electrify-america-sacramento.html
17,car,https://www.nytimes.com/2019/03/30/us/samantha-josephson-usc.html
18,car,https://www.nytimes.com/reuters/2019/04/08/business/08reuters-turkey-honda.html
19,car,https://www.nytimes.com/2019/03/24/nyregion/bayside-queens-police-shooting.html
20,car,https://www.nytimes.com/reuters/2019/04/07/business/07reuters-hyundai-motor-tencent-holdings.html
21,car,https://www.nytimes.com/paidpost/audi/how-intelligent-cars-view-the-world.html
22,car,https://www.nytimes.com/2019/03/12/arts/toledo-museum-of-art-car-culture.html
23,car,https://www.nytimes.com/2019/02/12/smarter-living/why-you-need-snow-tires-winter-weather.html
24,car,https://www.nytimes.com/2019/01/11/world/europe/uk-nissan-figaro.html
25,car,https://www.nytimes.com/2019/04/04/style/wyatt-cenac-problem-areas-interview.html
26,car,https://www.nytimes.com/reuters/2019/04/08/business/08reuters-uber-autonomous-newsmaker.html
27,car,https://www.nytimes.com/2019/01/27/world/europe/prince-philip-car-crash-apology.html
28,car,https://www.nytimes.com/reuters/2019/04/06/business/06reuters-hyundai-motor-tencent-holdings.html
29,car,https://www.nytimes.com/2019/01/20/world/europe/londonderry-bombing-northern-ireland.html
30,car,https://www.nytimes.com/reuters/2019/04/08/business/08reuters-eu-autos-technology.html
31,car,https://www.nytimes.com/2019/03/01/business/dealbook/tesla-model-3.html
32,car,https://www.nytimes.com/2019/03/12/business/volkswagen-electric-cars.html
33,car,https://www.nytimes.com/paidpost/china-daily/cars-that-are-intelligent-and-connected-hold-the-keys-to-the-future.html
34,car,https://www.nytimes.com/2019/02/14/world/europe/prince-philip-accident-no-charges.html
35,car,https://www.nytimes.com/2019/01/14/us/opioids-car-crash-guns.html
36,car,https://www.nytimes.com/2019/01/18/your-money/car-insurance-gender-california.html
37,car,https://www.nytimes.com/2019/01/17/world/americas/colombia-bomb-bogota-bomb.html
38,car,https://www.nytimes.com/2019/03/23/opinion/sunday/stick-shift-cars.html
39,car,https://www.nytimes.com/2019/03/20/business/ford-self-driving-cars.html
40,car,https://www.nytimes.com/2019/03/13/technology/softbank-uber-autonomous-cars-investment.html
41,car,https://www.nytimes.com/2019/02/08/your-money/car-rentals-debit-cards-dollar.html
42,car,https://www.nytimes.com/2019/01/10/business/electric-conversions-classic-cars.html
43,car,https://www.nytimes.com/2019/01/03/business/car-audio-engineers.html
44,car,https://www.nytimes.com/2019/02/21/business/vehicle-dependability-jd-power.html
45,car,https://www.nytimes.com/2019/03/07/business/car-hacks-cybersecurity-safety.html
46,car,https://www.nytimes.com/2019/01/01/us/jazmine-barnes-houston-shooting.html
47,car,https://www.nytimes.com/2019/02/20/t-magazine/alessandro-sartori-zegna.html
48,car,https://www.nytimes.com/reuters/2019/04/07/business/07reuters-chile-mining-preview.html
49,car,https://www.nytimes.com/2019/03/22/business/general-motors-electric-vehicle.html
50,car,https://www.nytimes.com/2019/01/13/business/detroit-auto-show-electric-cars.html
51,car,https://www.nytimes.com/2019/02/07/business/windshield-repairs.html
52,car,https://www.nytimes.com/2019/02/27/business/carbon-monoxide-keyless-cars.html
53,car,https://www.nytimes.com/2019/02/21/sports/jim-boeheim-fatal-car-accident.html
54,car,https://www.nytimes.com/2019/02/06/automobiles/car-lemon-laws-states.html
55,car,https://www.nytimes.com/2019/03/07/travel/virgin-trains-florida-brightline.html
56,car,https://www.nytimes.com/2019/01/15/business/ford-volkswagen.html
57,car,https://www.nytimes.com/2019/01/03/business/auto-sales.html
58,car,https://www.nytimes.com/2019/02/04/nyregion/cop-shot-bronx-courthouse.html
59,car,https://www.nytimes.com/2019/01/01/world/europe/germany-foreigners-attack.html
60,car,https://www.nytimes.com/2019/01/18/world/americas/atentado-bogota-colombia-bombing-eln.html
61,car,https://www.nytimes.com/2019/02/22/nyregion/car-wash-wage-dispute.html
62,car,https://www.nytimes.com/2019/01/29/world/africa/south-africa-anc-corruption-bribes.html
63,car,https://www.nytimes.com/2019/02/12/magazine/climeworks-business-climate-change.html
64,car,https://www.nytimes.com/2019/04/06/reader-center/uber-ride-share-safety-tips.html
65,car,https://www.nytimes.com/2019/03/18/technology/lyft-ipo-stock.html
66,car,https://www.nytimes.com/2019/02/16/sports/nascar-daytona-victory-donuts.html
67,car,https://www.nytimes.com/2019/03/24/business/dealbook/lyft-ipo-cheat-sheet.html
68,car,https://www.nytimes.com/2019/02/20/business/dealbook/lyft-uber-ipo.html
69,car,https://www.nytimes.com/2019/04/04/us/fake-uber-driver-assaults.html
70,car,https://www.nytimes.com/2019/04/04/business/dealbook/lyft-ipo-short-sellers.html
71,car,https://www.nytimes.com/2019/04/03/travel/plan-a-careful-budget-then-get-ready-to-splurge.html
72,car,https://www.nytimes.com/2019/03/03/nyregion/uber-cab-driver-stabbed-bronx.html
73,car,https://www.nytimes.com/2019/03/29/technology/lyft-stock-price.html
74,car,https://www.nytimes.com/2019/02/02/travel/apps-and-services-to-help-you-get-around-on-your-next-trip.html
75,car,https://www.nytimes.com/2019/02/13/technology/personaltech/germany-digital-privacy.html
76,car,https://www.nytimes.com/2019/03/26/business/dealbook/uber-careem-mideast-rival.html
77,car,https://www.nytimes.com/2019/01/31/nyregion/uber-taxi-lyft-fee.html
78,car,https://www.nytimes.com/2019/01/17/nyregion/taxi-fee-congestion-pricing-nyc.html
79,car,https://www.nytimes.com/2019/01/27/technology/lyft-ceo-logan-green.html
80,car,https://www.nytimes.com/2019/03/01/technology/lyft-ipo-filing.html
81,car,https://www.nytimes.com/2019/02/19/nyregion/uber-nyc-deblasio.html
82,car,https://www.nytimes.com/2019/02/15/technology/uber-stock.html
83,car,https://www.nytimes.com/2019/03/03/technology/uber-ipo-legal-issues.html
84,car,https://www.nytimes.com/2019/03/29/business/dealbook/lyft-ipo-stock-price.html
85,car,https://www.nytimes.com/2019/01/22/us/government-shutdown-moonlighting-uber.html
86,car,https://www.nytimes.com/2019/03/15/business/cars-brexit-europe-technology.html
87,car,https://www.nytimes.com/2019/04/07/nyregion/rail-freight-nyc.html
88,car,https://www.nytimes.com/video/us/politics/100000006445635/trump-mexico-border-drugs.html
89,car,https://www.nytimes.com/2019/04/03/business/tesla-sales-elon-musk.html
90,car,https://www.nytimes.com/2019/03/10/business/electric-cars-geneva-auto-show.html
91,car,https://www.nytimes.com/reuters/2019/04/06/business/06reuters-southkorea-lgchem-vinfast.html
92,car,https://www.nytimes.com/2019/03/31/arts/television/case-against-adnan-syed-dna-hbo-finale.html
93,car,https://www.nytimes.com/2019/04/04/us/politics/mexico-border-trump.html
94,car,https://www.nytimes.com/reuters/2019/04/08/business/08reuters-britain-eu-jaguarlandrover.html
95,car,https://www.nytimes.com/2019/02/22/your-money/collectible-cars-investment.html
96,car,https://www.nytimes.com/2019/04/04/us/uber-safety-tips.html
97,car,https://www.nytimes.com/2019/03/06/business/energy-environment/tesla-stock-strategy.html
98,car,https://www.nytimes.com/2019/04/01/technology/lyft-stock.html
99,car,https://www.nytimes.com/2019/02/27/business/china-auto-industry.html
100,car,https://www.nytimes.com/reuters/2019/04/07/sports/07reuters-motor-nascar-notebook.html
101,car,https://www.nytimes.com/2019/03/06/business/geneva-motor-show-bugatti.html
102,car,https://www.nytimes.com/2019/02/28/business/tesla-model-3.html
103,car,https://www.nytimes.com/2019/03/31/us/willie-mccoy-shooting-video.html
104,car,https://www.nytimes.com/2019/03/15/business/tesla-model-y.html
105,car,https://www.nytimes.com/2019/04/08/business/amtrak-greyhound-safety-bus-train.html
106,car,https://www.nytimes.com/2019/02/15/us/politics/trump-auto-tariffs.html
107,car,https://www.nytimes.com/2019/03/28/world/africa/mogadishu-explosion.html
108,car,https://www.nytimes.com/2019/02/21/business/auto-shows-detroit-los-angeles-future.html
109,car,https://www.nytimes.com/2019/03/11/business/tesla-raising-prices.html
