,keywords,urls
0,pedestrian,https://www.nytimes.com/reuters/2019/04/08/us/08reuters-usa-justice-terrorism.html
1,pedestrian,https://www.nytimes.com/2019/03/07/us/pedestrian-deaths.html
2,pedestrian,https://www.nytimes.com/2019/04/08/us/national-harbor-rondell-henry.html
3,pedestrian,https://www.nytimes.com/2019/01/01/nyregion/traffic-deaths-decrease-nyc.html
4,pedestrian,https://www.nytimes.com/2019/01/24/nyregion/brooklyn-promenade-l-train.html
5,pedestrian,https://www.nytimes.com/2019/01/06/opinion/letters/pedestrians-new-york-city.html
6,pedestrian,https://www.nytimes.com/2019/01/14/us/opioids-car-crash-guns.html
7,pedestrian,https://www.nytimes.com/2019/03/21/movies/ramen-shop-review.html
8,pedestrian,https://www.nytimes.com/2019/03/05/technology/uber-self-driving-car-arizona.html
9,pedestrian,https://www.nytimes.com/2019/01/01/world/europe/germany-foreigners-attack.html
10,pedestrian,https://www.nytimes.com/2019/02/21/sports/jim-boeheim-fatal-car-accident.html
11,pedestrian,https://www.nytimes.com/2019/01/25/world/asia/china-blasts-changchun.html
12,pedestrian,https://www.nytimes.com/2019/03/28/world/africa/mogadishu-explosion.html
13,pedestrian,https://www.nytimes.com/2019/01/29/nyregion/l-train-bike-lanes-buses.html
14,pedestrian,https://www.nytimes.com/2019/02/07/lens/tod-papageorge-dr-blankmans-new-york-kodachrome.html
15,pedestrian,https://www.nytimes.com/2019/03/05/world/europe/london-transit-bombs.html
16,pedestrian,https://www.nytimes.com/2019/02/06/world/europe/istanbul-building-collapse.html
17,pedestrian,https://www.nytimes.com/2019/02/24/nyregion/scott-seigel-broadway.html
18,pedestrian,https://www.nytimes.com/2019/03/13/technology/softbank-uber-autonomous-cars-investment.html
19,pedestrian,https://www.nytimes.com/2019/02/01/opinion/sunday/sports-humor-super-bowl.html
20,pedestrian,https://www.nytimes.com/2019/03/03/nyregion/uber-cab-driver-stabbed-bronx.html
21,pedestrian,https://www.nytimes.com/reuters/2019/04/08/business/08reuters-uber-autonomous-newsmaker.html
22,pedestrian,https://www.nytimes.com/interactive/2019/04/02/learning/02Weekly-News-Quiz-for-Students.html
23,pedestrian,https://www.nytimes.com/2019/01/18/world/europe/prince-philip-crash.html
24,pedestrian,https://www.nytimes.com/2019/03/22/us/julia-isabel-amparo-medina.html
25,pedestrian,https://www.nytimes.com/2019/04/05/magazine/mexico-border-troops-wall.html
26,pedestrian,https://www.nytimes.com/2019/02/14/movies/roma-sets.html
27,pedestrian,https://www.nytimes.com/2019/03/19/nyregion/speed-cameras-schools-nyc.html
28,pedestrian,https://www.nytimes.com/2019/01/18/world/australia/wombat-selfie.html
29,pedestrian,https://www.nytimes.com/2019/03/03/reader-center/style-life-runway-column.html
30,pedestrian,https://www.nytimes.com/2019/02/15/technology/uber-stock.html
