,tweetID,text
34,1116481791454400512,"@SenatorPalumbo @heatherredman @kslosh @geekwire The pedestrian's in front of the Amazon entrance.
GBF!
The gated entrance was The Art Bar.
I had the office over the art bar for a while, and many mornings it was so smokey you couldn't see out the window from the door.
On 11/30/1999 it filled with WTO Riot tear gas.
Crazy times."
35,1116481700215894017,@GimliJetsMan @m0ntesa which still says nothing about a pedestrian?
36,1116481574445420545,"The #InspectorGadget original series soundtrack -- by my pedestrian, unsophisticated reckoning -- is an underrated masterpiece of early 1980s instrumental electronic music. https://t.co/4my6BEafkR"
37,1116481445525184514,"Ok, Its Been About 24Hrs.. I Can Finally Tell You Guys LoL... I Almost Ran Over My First Pedestrian! See What Had Happened Was.. 

I Was Trying To Turn Right.. All These Cars Kept Coming From The Left.. Soon As I... https://t.co/l7o1pY5VEH"
38,1116481425488924673,"I'm at Pfluger Pedestrian Bridge in Austin, TX https://t.co/0PnYwMvgio"
39,1116481273789386755,"UPDATE: The Washoe County Regional Medical Examiner's Office has identified a pedestrian who was hit by a vehicle and killed last Saturday on I-580, north of Mill Street. They said they need the public's help locating next of kin. https://t.co/ZDFxdlDqsk https://t.co/V48YvdzEw7"
40,1116481143958900736,The Fascinating Story Behind Highland Park's Almost Forgotten Pedestrian Tunnels https://t.co/LwuEDqz3EJ
41,1116480811144888320,"@DelhiPwd @SatyendarJain @LtGovDelhi , respected concern, there is need to built speed breakers before the zebra crossings on both sides of the road no 57 at Hasan pur village bus stop. Due to heavy pedestrian movement here, pedestrians cross the road in fear of danger."
42,1116480648913379328,"Get an exclusive first look at the new southbound pedestrian plaza on the east side of the San Ysidro LPOE. Today workers put the finishing touches on the new plaza which will open @ 8 am on Monday, April 15! Find out more here: https://t.co/N6g90svHsE https://t.co/pI0O5QCo9w"
43,1116480305295028224,"Possible pedestrian incident : JUMPER I5 S / Sr75 No (coronado Bridge), CHP San Diego area.   https://t.co/axIy68oQX1"
44,1116480300165369856,"Pedestrian incident / vs ped : 1179-Trfc Collision-1141 Enrt I10 W / Monte Vista Ave Onr, CHP Rancho Cucamonga area.   https://t.co/awTTOiiXfR"
45,1116480147320913920,Car vs pedestrian at 41st Street and I-29. It's a hit and run.
46,1116479997743644672,Car vs pedestrian accident at 41st and I29
47,1116479876926722048,"Messenger of Allah (ﷺ) said, 'A rider should greet a pedestrian; a pedestrian should greet one who is sitting; and a small group should greet a large group (of people).''
[Al-Bukhari and Muslim].
Messenger of Allah (ﷺ) also said, ""The young should greet the elderly.''

#hadith"
48,1116478657843716096,"@manthatcooks @Reginal64523723 @WAtoday I wouldn't be bold enough to cycle in WA, being a pedestrian in Perth is scary enough. (I ride every day in Melbourne)."
49,1116478480106049541,"@hellslumplanet Yes, people on wheels, aside from those with disabilities, including skateboarders and skaters, belong on the bike path, not the pedestrian path."
50,1116478386506018816,"Focus areas include... 

Riverbank Access
Pedestrian Safety
Bike Network
Traffic and Congestion
Environmental Concerns
Park Spaces"
51,1116478217282572289,A lane closure and work on the shared bike and pedestrian path is scheduled. https://t.co/0DUJ8EngCV
52,1116478178590167042,A lane closure and work on the shared bike and pedestrian path is scheduled. https://t.co/L98QDFvfDQ
53,1116478030644428801,"Pittsfield police say charges are pending in a pedestrian hit-and-run that sent a woman to the hospital.

https://t.co/Z6MCoFuSlr https://t.co/xrOrNAkMLf"
54,1116478016467558400,Splendid. https://t.co/cy9MvZnqFQ
55,1116477564715974656,@Kambi_Mohlala2 @Kaylen_N23 Being a pedestrian im really taking that L after no lift 😯
56,1116476755823550464,@EricAllixRogers michigan ave south of the river needs to be blown up and completely rethought.... a pedestrian nightmare that divides the loop from grant park way more than it should
57,1116476258685280256,@DDOTDC @311DCgov Missing pedestrian sign at New Mexico and Fulton NW. Reported several months ago. Unresolved. Thanks. #GoodSignDC https://t.co/g6lZvZNfip
58,1116476205341954048,"@scottEweinberg @robdelaney @ladyastronauty @KrangTNelson Weird that you refer to harrowing car accidents when a pedestrian is massacred as “she,” but Claire Forlani is definitely gorgeous."
59,1116476174778105858,Brickell News: Happening now #WalkWiseBrickell PM initiative.  Providing pedestrian/bicyclist safety education to citizens. Pedestrian safety is an issue that affects everyone. We are all pedestrians at some point during our day. @downtownMIA @MiamiPD @BHAMiami https://t.co/hAoHy3cxpx
60,1116476040459644930,it feels really awkward when you’re a pedestrian waiting for the stoplight for a long time
61,1116476027176456192,‘bending bridges’ shapes plywood into double curvature pedestrian bridge in mexico https://t.co/beUpcYulXe
62,1116475277503107074,"The shade of it all.
https://t.co/IlL6zBAA30"
63,1116475149941977088,"via

‘bending bridges’ shapes plywood into double curvature pedestrian bridge in mexico

https://t.co/eSL0XqsKok"
64,1116475126843944965,"Monsterpalooza Eve, celebrating in my own pedestrian style. Drink photo tribute to my wife. https://t.co/3PM6ub1RJY"
65,1116475121533952000,‘bending bridges’ shapes plywood into double curvature pedestrian bridge in mexico https://t.co/H260qjqm3G
66,1116475090407968768,who the fuck coming with me to see pedestrian deposit tonight
67,1116474895800516609,"@RKJ65 @thehill A ""regular pedestrian"" person would have a nice defamation case in the wake of this bullshit.  Do better @thehill -- this is repugnant."
68,1116474455956520960,Woman arrested in connection with pedestrian struck in north St. Louis County https://t.co/QN9hinmvc9
69,1116474123897704448,@JamesOKeefeIII Here said therefore ye shaltnot with vast due diligence of prejudicial abnormalities of hear say of though that shall remain destitute and uninformed where as the honorable undoubtedly reprehensible thus being foreshadowed by pedestrian acts of willful conjecture. Judge wienerton
70,1116473603141308416,I am tempted to tweet daily about the four-way stop near my home and my life as a pedestrian. I won’t. But a bicyclist just stopped at the 4-way stop. It’s newsworthy.
71,1116473574473076736,Thanks to @tuttyjosie &amp; @mumbrella for the opportunity to chat measurement and digital advertising on the latest Mumbrellacast. https://t.co/bTx314qALX
72,1116472772497215489,@JJwith2Jays It is bizarre how he does it majors and is pedestrian every other tourney
73,1116472704188780544,Imagine disliking Elon Musk like some kind of absolute pedestrian. Now imagine these guys in one room
74,1116472635104350211,@t2stu @andrewryan100 @neilmbriscoe @TopOfTheTower @Nigel_Mutt @Roadster_Life I think it’s a pedestrian crossing ?
75,1116472603940720640,Imagine disliking Elon Musk like some kind of absolute pedestrian
76,1116472408670711809,Bicycle and Pedestrian Safety Enforcement Operations Plan for San Francisco with… https://t.co/qOSug2xZu9 https://t.co/AXIzcwSa5M
77,1116472291033001984,Woman arrested in connection with pedestrian struck in north St. Louis County https://t.co/l9FZh62HUk
78,1116472246682431489,'We need to implement this everywhere': Is Vancouver dragging its heels on pedestrian safety? | CBC News https://t.co/ksKZVpSUJj https://t.co/5a0LrDmDiB
79,1116471446900027393,"@PatricePinkFile I don't know where exactly in the Caribbean your people are from but my granny used to say, ""If yuh didn't at de christening, yuh shouldn't be at the wedding.""

This isn't your lane. Your pedestrian attempt at clickbait is a poor reflection on you. https://t.co/xeroX2mOLp"
80,1116471098655297536,@KostelecPlan @schlthss Sidewalks! Crosswalks! It’s a pedestrian paradise.
81,1116471002656059392,"BASEBALL
@HighLuella 1, @HHSswarm 0, End 2. @HDHSports 

Pedestrian inning for Hampton. Luella up to bat with Guershon Exi leading off in the nine hole."
82,1116470922582446081,"April 13, is the Spokane Bike Swap at the Spokane County Fair &amp; Expo Center. WSDOT will be there to talk about updates in the WA Bicycle Facilities and Pedestrian Walkways Plan. We'll share info on the Children of the Sun Trail coming to several neighborhoods on the NSC. Stop by! https://t.co/8lgVIG8rLS"
83,1116470790214516736,"A pedestrian scolded me on my bike commute home with a snarky “thanks for following the traffic rules” (I stopped late) AS SHE JAYWALKED. Lady, I am just as pissed as you at those cyclists (like really fuming at this point, actually), take your own advice, don’t die. 🤦🏼‍♀️"
84,1116470600745332737,The PG Plaza/Adelphi Rd area absolutely needs safer bike + pedestrian connections and hopefully the arrival of @bikeshare is a catalyst. @PGPlanningMD @HyattsvilleMD @UPTown_MD
85,1116470228836204544,The pedestrian's injuries are serious https://t.co/0tHRRnM6VX
86,1116470129032925184,@YorkGreens @minsterfm @CityofYork Sounds good my wife was forced to work from 8am 6pm last year then a hr packing stall up getting home 8pm! I leave home at 3am to set stall out! Numerous complaints to office on deaf ears! When pedestrian started it was agreed we could have a pass again falling on deaf ears.
87,1116469630544039936,"@DonnachadhMc I would take a wild guess, lorry driver was scrolling mobile phone in slow moving traffic and pedestrian crossed the road &amp; was hit head on....I could be wrong, but, this road is full of mobile phone scrolling..."
88,1116468957903556608,@DarrenMcleod007 Another supposed kamikazi pedestrian flinging themselves at a hgv..... 😪
89,1116468475193700352,Pedestrian hit by train identified as Schererville man: https://t.co/xuMLLX3d7D https://t.co/12lq7E4hEx
90,1116468333879156747,@minsterfm @CityofYork @YorkGreens So it’s ok post office coming in to pedestrian zone but market traders forced to trade till 5 and last year forced to trade till 6
91,1116468182674489344,@j_thorsteinson @cityofwinnipeg Or ppl in cars who sit in crosswalks looking left at oncoming traffic while a pedestrian is standing waiting for clearance to proceed on his/her right side. Every day of my life. I bang on their hood for attention. They want to kill me. Not safe.
92,1116467943049555968,"Bicycle and Pedestrian Safety Enforcement Operations Plan for #SanFrancisco with OTS Grant.
&gt; https://t.co/2ux1ljeLJe #SFPD https://t.co/V4gSfICjrd"
93,1116467690988888065,"@Annahood14 @MartinSLewis Not at a pedestrian crossing but at narrow road works I set off as soon as I can, if I don't someone in a car behind will try to squeeze past or if I let the cars by I will still be going through when it is green at the other end and someone will drive at me coming the other way"
94,1116467630976786432,@Jrock08 Also a lot of pedestrians get hit because the driver is looking left for an opening &amp; accelerates without checking right for the pedestrian legally crossing in their blind spot.
95,1116467400600444928,"@Jrock08 Right turn on red should be made illegal, because then drivers wouldn't be edging into the pedestrian cross walk when it's the pedestrian's right away. Right turn on red saves drivers 10-20 seconds at the cost of pedestrian safety."
96,1116467330853298176,@thecjpearson Traffic laws do. Pedestrian common sense doesn’t exist.
97,1116467234174636032,"#ICYMI: #Houston's new #SafeStreets initiative was announced today. It's goal is to improve pedestrian safety and accessibility. It is a joint venture between @MoPD_Houston, @HouPublicWorks, @houstonpolice, and @HoustonMetro .
#SaferStreetsHTX https://t.co/asCUTZUhUm"
98,1116466686864052225,The Elmira Police Department safely secured the residence of the search warrant without incident.  All streets have been opened and pedestrian restrictions lifted.  EPD was assisted by the New York State Police and the Chemung County Sheriff’s Office.
99,1116466537953726465,'We need to implement this everywhere': Is Vancouver dragging its heels on pedestrian safety? | CBC News https://t.co/H2ZqS5Y4N2
100,1116466044426526721,"Yesterday saw an Uber speeding to catch a yellow have to swerve to miss a pedestrian ignoring the light and t-bone another Uber that was ignoring the right-of-way for pedestrians, and frankly I am shocked I do not see this constantly in SF"
101,1116465939422126080,"Vehicle Versus Pedestrian Collision Leads to Arrest
&gt; https://t.co/12WCQiMWjw #SFPD https://t.co/pQ24RVSa82"
102,1116465625516240896,Construction begins on pedestrian bridge over LA River  https://t.co/DSBOMSfDPo via @CurbedLA
103,1116465616033144832,"Boro Park: 12 &amp; 57, #Hatzolah #EMS units rushing for a pedestrian struck"
104,1116465564531269632,@LkCycleDesign @TomTDowling @GardaTraffic @Gilleeece In fairness the designers'll likely tell you Irish motorists don't notice pedestrian X-ings without all the whistles and bells.  If I'd my way they'd be at every junction (less the lights -and the big signs would only be at a perimeter warning motorists PEDESTRIAN PRIORITY ZONE
105,1116465560504676352,Does anyone else almost run over a pedestrian then suddenly stop and smile and wave them along as if you didn’t just almost end their life
106,1116465356154056709,"Boro Park: #Hatzolah Responding to 17 Ave &amp; 52 St, For A Pedestrian Struck."
107,1116464732482019330,Is @dtkitchener a good spot to make pedestrian only?  https://t.co/Q5sOCjYgIS https://t.co/iloWGigwmh
108,1116464492601384961,"If you think you have any information that may help police identify this car or the driver, call Rigby Police at 208-745-1951. https://t.co/KjX0dUr4GC"
109,1116464401882714112,@grodaeu @TheStalwart Seriously. Huge swaths of this country are not pedestrian friendly. https://t.co/iSXfAJnRsP
110,1116464281476837377,"@NYPDnews @NYPD19Pct @NYPDTransport Driving just a few blocks today, not one pedestrian crossing a street or avenue even bothered to glance over or look up for any oncoming cars. Safety is the responsibility of drivers and pedestrians. How can pedestrians blame drivers when they don’t care about their own safety"
111,1116464179127386112,"The Tabi'at Bridge: The Largest Pedestrian Overpass Tehran, Iran - Tourism news https://t.co/pIVC33YJjN https://t.co/Ipe7NaTVsx"
112,1116464172416536576,"@jdjs Parking and camera violation tickets for #NY_DSE7120, cont'd:

2   | Blocking Pedestrian Ramp
2   | Inspection Sticker Expired Or Missing
2   | Blocking Crosswalk
2   | Expired Meter
1   | No Standing - Except Truck Loading/Unloading
1   | Failure To Stop At Red Light"
113,1116464080041103361,"Good morning, Angels.
https://t.co/QcyxpVd6GY"
114,1116463919307079687,@edwinheathcote Far better as a pedestrian and cycle bridge anyway! :)
115,1116463895575658497,"@CarolineRussell @LondonLegacy Caroline, any chance you can put some pressure on @Brent_Council to fix the pavements in NW6, especially Dyne Road? Atrocious condition and arguably better to maintain existing pedestrian infrastructure before vanity projects? @LifeInKilburn"
116,1116463866655932421,"The driver of a #Jeep Cherokee that hit a Bergenfield man will not face any charges, police said Thursday. 

No charges in #Bergenfield crash that seriously injured pedestrian https://t.co/ByQEHNV7Jr via @northjersey @BergenfieldNJPD #police"
117,1116463604889526272,"To even pretend to take offense to Rep. Omar’s utterly pedestrian comments, you have to harbor a deep hatred for Muslims. @DanCrenshawTX very obviously does. He isn’t fit to serve as an elected official, let alone coach of a little league team."
118,1116463327230734336,"Farmington Bike Pedestrian Plan Community Open House.

The Farmington Parks and Recreation Department is hosting a Community Open House on the Bike Pedestrian Plan Thursday, April 25 at City Hall, 430 Third St.,... https://t.co/tp0WMiHMOr"
119,1116463150776250369,"Um, Wow! What a smooth cover up for hitting a pedestrian, dude. smh😕 https://t.co/w4QXnlsbwf"
120,1116462815701868545,"@pantspartyjon @DLoesch Ahhh.. playing the "" victim card"".. classic...but pedestrian and predictable"
121,1116462139617828869,@TheLizGonzales My life seems pedestrian now and I thought I was doing it.
122,1116462071254851585,Closed Shared Pedestrian and Cycling Path request at 59 EDGERIDGE VW NW https://t.co/I2dQw9lyO4. Completed - close sr. https://t.co/dAX7Uc73Ws
123,1116462057115869185,Closed Shared Pedestrian and Cycling Path request at 59 EDGERIDGE VW NW https://t.co/H0u7EyBUrH. Completed - close sr. https://t.co/7gup6zc3bM
124,1116462054062350341,LISTEN ¦ Should Belfast city centre be pedestrianised? One Belfast woman would like to see the buses and cars permanently redirected to open up a pedestrian-friendly area at Donegall Place. What do you think? https://t.co/j1zqLu0X0h via @U105radio
125,1116461802336980993,Hammersmith bridge closed = luxury pedestrian bridge open! https://t.co/738XzHfi10
126,1116461302606639106,"This dude in Whole Foods today came up to me and made some conversation and then said “you look trustworthy..” and handed me this card.

I’m not sure what a “Pedestrian-at-Large” is and I need answers, because if he was a homeless dude with business cards I’m going to be shook. https://t.co/LGbHmGPGYG"
127,1116461251784249345,"""A very nice gesture by a satisfied client. Ronald suffered severe injuries when he was hit as a pedestrian in a parking lot by a driver who was backing his car out of a space. @chainlaw helped Ronald move forward.
#Bakersfield #KernCounty #pedestrianaccident"" https://t.co/XWgDbU1qv8"
128,1116461028534104065,"By this weekend's Long Beach Grand Prix, 14 million pounds of concrete blocks, 4 miles of fencing and 6 pedestrian bridges will have been installed. https://t.co/62IbxGlYkd"
129,1116460918861369345,"Attention @metrolosangeles #OrangeLine riders: we need your input!

This Saturday, 4/13th, join a community open house discussion on how to improve walking, biking, &amp; pedestrian safety near #CanogaPark. Hosted by Councilmember @BobBlumenfield, @BSSLosAngeles, and @ClimateResolve. https://t.co/CGYrfBKNg6"
130,1116460850867343360,"@WillRCTID They seriously don’t give a shit. We had a pedestrian killed in a hood that doesn’t have sidewalks (like most of SW). The neighborhood petitioned for sidewalks and safety measures few years ago. Denied. 
City tells them after the death Well just apply for it again."
131,1116460397576503296,"This is in discipline. If I were the #Rector of Ramat Polytechnic, I will sign into law that if any student who fail to cross the pedestrian, will dismissed He|She from the institution that's all. https://t.co/ipM3gunGPe"
132,1116460347307831304,"@Landonsn Same here Landon, you never fail to make me and all of us smile. Such an amazing pedestrian. @Landonsn"
133,1116459862001512449,@joshua__frank @RobertGarciaLB @BrianAddisonLB @LBPD You would not make a left like a pedestrian because bicycles are not supposed to be operated on sidewalks or in crosswalks.
134,1116459760331763718,"Are y'all ready to party? The bridge party starts in just one hour at 7PM at the 14th Street Pedestrian Bridge. If you have a party pass, you will need to register at the party. If you already have your badge and lanyard, we'll see you there."
135,1116459685354192896,"Pedestrian incident / vs ped : 1179-Trfc Collision-1141 Enrt I10 W / Fairplex Dr, CHP Baldwin Park area.   https://t.co/BhFridDFsR"
136,1116459678936883200,"Pedestrian incident / vs ped : 20002-Hit and Run No Injuries 3374 E Hills Dr, CHP San Jose area.   https://t.co/1ew2rNRb0s"
137,1116459669793513472,"Pedestrian struck, killed in Middletown https://t.co/Eg9AmGnzxN"
138,1116459634540384256,New post: Fatal Pedestrian Crash in Fairfax https://t.co/qfK4qsXv8o Fair Oaks Police District &amp;nda https://t.co/KjFlWbTDXJ
139,1116459506924490752,That intersection is a flawed intersection and needs to be redesigned sometimes it can take up to 10 minutes to cross that intersection.  We need to do it like intersection at Tudor and Old Seward and New Seward with 36th Avenue https://t.co/khgF3x0boz
140,1116459300119965696,"A judge called the Wikileaks founder a ""narcissist"".
 https://t.co/Fuy2VZtW1K"
141,1116459186202628096,"A plaque in honor of the guy behind LA's #pedways, which I now use every day. https://t.co/LsiBnqoTXm https://t.co/Pc1XbGMWRk"
142,1116459180125147136,"Hey @SenMarkey can we expand your legislation targeting aviation safety equipment and include vehicle safety equipment? Speed limiters, pedestrian detection/avoidance equipment, etc.!"
143,1116459154804109312,@BikeEastBay ugh this would be so useful here in LA. the detectors here rarely notice me and i'll sit for 2 light cycles before i give up and go on the sidewalk to hit the pedestrian beg button. double insult of failed bike infrastructure AND wasting my time.
144,1116458956153597952,"@OxfordCity Any decision on how the Oxpens development will connect with the city centre? Road, cycle and pedestrian bridge over Thames and rail line by ice rink? Please do not get rid of ice rink though."
145,1116458888633602048,"'We need to implement this everywhere': Is Vancouver dragging its heels on pedestrian safety?
https://t.co/f9X3n3hRd6"
146,1116458880857464833,@LarkynSimony am i the only one who can get road rage as a pedestrian because they saw that someone could and prolly should be paying attention at a right light in case they have an opportunity to turn on red but clearly they're content with making cars behind them wait 😒
147,1116458318116130817,Slating ‘cyclists’ in the media incites hate &amp; puts innocent cyclists lives in danger on the road. It is not the same if criticising a driver or pedestrian. Famous voices should be more responsible. Dangerous angry people are everywhere not just on bikes! Language is important.
148,1116457984085770241,@CrosswalkView I was just curious if there were certain regions or eras of development when this type of connection was used regularly. I see this as a tool that could be used in some existing suburbs to create more safe and efficient pedestrian/bicycle routes.
149,1116457962346692608,"Yarra Street, South Yarra, could so easily be made more pedestrian-friendly. And should be, with the enormous residential community living there. https://t.co/wPUUcn9uuo"
150,1116457850442780673,"#lookUdid when trying to park and i,,opened door as pedestrian u,,suppose yield too #expertisematter @mayhem @avalanche_edin #believeme @suitsupply #notcoldwar know your @CivilRights https://t.co/Xab6swRfCP"
151,1116457716149518338,"@HouseJudiciary “Barr comes across as pedestrian and legalistic, bordering on dull...

But, he’s the most dangerous man in America.” 

Pls read this article about William Barr. 

https://t.co/d6l9jlQADS"
152,1116457082125979650,"@TomHorsman His concern for road and pedestrian safety at the end was the icing.  Also, if street parking is scarce, let's fight stupid curb cut townhouse rows, not bike infra."
153,1116457054095286272,Ha nice round up of Australian Eurovision fans reacting to the election being on the same weekend as the grand final..  https://t.co/aQhcmCrp71
154,1116456831285698560,"Rue du Pont Vieux.
This pedestrian street takes you across the Aude River on an old bridge. These beautiful lamps hang over the bridge to light your way at night. 🇫🇷. A walk along this bridge provides you with beautiful views of the medieval city up on t… https://t.co/lkFtJdY7SJ https://t.co/g44pM4yVQY"
155,1116456358994432000,"Sicilian Avenue, a cute pedestrian zone in the neighborhood. In the evening it turns into a hotspot where people have their after work beer. https://t.co/BOzigC7deL"
156,1116456000951922688,"@colebrianj @xan_desanctis Getting a manslaughter charge b/c you were texting and driving and hit a pedestrian is no different than being 3 months pregnant, going for a jog, tripping, and having a miscarriage, under your belief that fetuses have a fundamental right to life"
157,1116455697397493760,@gmpolice @Aaronson_P not like the old days when they took bollards out to get a metro through and driving over pedestrian walkways
158,1116455521186406402,"@voxdotcom @drvox I mean, pedestrian markets, sure. Limited use in certain cities, great. But this seems like it would have obvious scalability problems"
159,1116455300393947136,"Any pedestrian or cyclist will tell you that roundabouts can be intimidating, even if you’re a confident non-car commuter. A Dutch roundabout design at Huron &amp; Strasburg allows pedestrians &amp; cyclists to travel more confidently through this high volume area. #KitSOTC2019 https://t.co/YCWcnqn7Tc"
160,1116454656115445760,"In this webinar, @itdpindonesia will review the launch of “Kampung Kota Bersama,” a community-based planning and design approach to transform Jakarta’s urban villages to pedestrian and cyclist-friendly environments. 

https://t.co/F40E9XzEJu https://t.co/bMAajwpY2O"
161,1116454242531700736,"Perhaps we should put Grayling in change of all London's Thames bridges.
That way we could turn them all into pedestrian/cycle only routes. https://t.co/q2RFYct5GV"
162,1116454198319693825,"@JeromyOKC @piisalie @davidfholt @jospacebear At least once per week I see drivers going eastbound, the wrong way, down that one-way portion of the street because it isn’t well marked. 

And, there is a crosswalk.. at the most dangerous place possible for a pedestrian."
163,1116454136046690304,Pedestrian hit by train identified as Schererville man https://t.co/SH6KzpLOSb #NWINews https://t.co/BHipCsERe0
